v1,v2,v3,v4,v5,v6_1,v6_2,v6_3,v7_1,v7_2,v7_3,v7_4,v7_5,v7_6,v7_7,v7_8,v8,v9_1,v9_2,v10_1,v10_2,v10_3,v10_4,v10_5,v10_6,v10_7,v10_8,v10_9,v10_10,v10_11,v10_12,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22_1,v22_2,v22_3,v22_4,v22_5,v22_6,v23,v24,v25,v26,v27_1,v27_2,v27_3,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38
5,2,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1500,0,30,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,3,3,3,4,3,3,3,1,2,3,4,5,99,3,2,2,9,99,99,99,1,1,1,4,2,2,242,2,1,1,3
6,1,1,1,1,99,99,99,2,3,4,8,99,99,99,99,150,1,0,1,2,3,4,5,6,7,8,9,10,11,99,3,1,1,2,3,3,3,4,3,4,5,2,5,99,99,99,99,2,2,1,9,99,99,99,1,1,1,6,2,1,104,1,1,1,3
4,1,1,1,1,99,99,99,2,3,4,8,99,99,99,99,400,1,0,1,2,3,4,5,6,7,8,9,10,11,99,5,1,1,1,5,4,5,5,4,4,5,2,4,5,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,11,551,11,1,2,3
5,1,1,1,1,99,99,99,1,3,4,5,6,7,8,99,1500,1,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,2,2,4,3,3,4,5,3,3,1,2,5,99,99,99,4,1,2,9,99,99,99,1,1,1,7,2,15,701,15,1,1,3
5,1,1,1,1,99,99,99,2,3,4,99,99,99,99,99,399,2,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,5,3,3,4,3,3,3,5,99,99,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,7,317,7,1,2,3
4,1,1,1,1,99,99,99,1,3,7,99,99,99,99,99,500,2,0,1,2,3,4,5,6,7,8,9,10,11,99,3,1,1,2,3,4,3,4,5,3,3,2,3,4,5,99,99,2,2,2,9,99,99,99,1,1,1,7,2,10,500,10,1,1,3
5,2,2,1,1,99,99,99,1,8,99,99,99,99,99,99,388,3,0,1,2,3,4,5,6,7,8,9,10,11,99,2,1,1,3,3,3,4,4,4,3,4,2,99,99,99,99,99,2,2,2,9,99,99,99,1,1,2,7,2,9,408,9,1,2,3
2,1,1,1,1,99,99,99,2,3,4,5,8,99,99,99,299,3,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,2,3,5,3,3,3,3,5,2,5,99,99,99,99,3,2,2,9,99,99,99,1,1,2,4,2,15,709,15,1,2,3
3,1,2,1,1,99,99,99,1,3,5,6,7,8,99,99,600,3,30,1,2,3,4,5,6,7,8,9,10,11,99,2,1,1,3,4,3,3,4,4,4,4,2,4,5,99,99,99,2,2,1,9,99,99,99,1,1,2,6,2,1,106,9,2,1,3
3,1,1,1,1,99,99,99,1,5,7,8,99,99,99,99,750,4,30,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,3,3,3,3,4,3,4,1,2,3,4,5,99,2,2,2,9,99,99,99,1,1,2,7,2,9,406,9,1,2,2
3,1,2,1,1,99,99,99,1,3,99,99,99,99,99,99,700,5,0,1,2,3,4,5,6,7,8,9,10,11,99,2,1,1,1,3,3,3,5,3,4,4,2,3,4,99,99,99,2,2,1,9,99,99,99,1,1,1,6,2,9,402,9,2,1,2
3,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1000,5,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,3,3,4,5,4,3,5,1,2,3,4,5,99,4,2,1,9,99,99,99,1,1,1,6,2,2,234,1,2,1,2
4,1,2,1,1,99,99,99,1,3,99,99,99,99,99,99,1800,5,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,8,3,4,5,5,3,4,1,2,3,4,5,99,3,2,2,9,99,99,99,1,1,1,6,2,12,632,12,1,1,3
3,1,1,1,1,99,99,99,1,4,5,7,8,99,99,99,588,6,0,1,2,3,4,5,6,7,8,9,10,11,99,3,1,1,2,4,3,3,4,4,3,4,3,5,99,99,99,99,2,2,1,9,99,99,99,1,1,2,6,2,16,807,16,1,2,1
3,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,500,6,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,2,3,3,3,4,4,4,3,1,2,3,4,5,99,2,1,3,9,99,99,99,1,1,2,5,2,8,356,8,2,2,2
6,2,1,1,1,99,99,99,2,3,99,99,99,99,99,99,450,0,30,1,2,3,7,8,99,99,99,99,99,99,99,3,1,2,9,9,9,2,5,9,9,9,4,5,99,99,99,99,4,2,8,9,99,99,99,1,1,1,4,2,16,807,16,1,2,1
1,1,1,1,1,99,99,99,2,3,4,5,99,99,99,99,99998,0,30,1,2,3,4,7,99,99,99,99,99,99,99,1,2,1,2,9,9,2,9,9,9,9,2,5,99,99,99,99,1,1,4,9,99,99,99,2,1,8,2,2,8,361,8,1,2,3
7,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,750,4,0,2,3,4,7,8,9,99,99,99,99,99,99,9,1,1,1,9,9,1,5,3,9,9,2,3,5,99,99,99,1,2,4,9,99,99,99,2,1,2,4,2,15,710,16,1,2,3
6,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1000,1,30,1,2,3,4,5,7,8,99,99,99,99,99,3,2,2,4,4,9,2,3,9,9,9,1,2,4,5,99,99,2,2,2,9,99,99,99,2,1,1,5,2,19,973,19,1,2,3
2,1,1,1,1,99,99,99,1,3,7,99,99,99,99,99,700,2,0,1,2,3,4,5,7,9,99,99,99,99,99,2,1,1,1,2,9,2,9,3,9,9,3,4,5,99,99,99,1,2,3,9,99,99,99,1,1,1,6,2,2,241,2,1,1,3
3,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,700,3,0,1,2,3,4,5,7,10,99,99,99,99,99,2,1,2,1,4,9,2,9,9,3,9,5,99,99,99,99,99,2,2,2,9,99,99,99,1,1,2,6,2,16,807,16,1,2,3
5,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1300,4,0,1,2,3,5,7,8,9,99,99,99,99,99,4,1,1,9,4,9,2,5,5,9,9,2,5,99,99,99,99,4,2,2,9,99,99,99,1,1,2,5,2,2,231,2,1,2,3
4,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,620,5,0,1,2,3,4,7,9,10,99,99,99,99,99,3,1,1,1,9,9,2,9,4,4,9,2,5,99,99,99,99,2,1,3,9,99,99,99,1,1,1,6,2,5,320,5,2,1,3
3,1,1,1,1,99,99,99,1,5,7,8,99,99,99,99,499,6,0,2,3,4,5,7,9,10,99,99,99,99,99,9,1,1,1,5,9,2,9,3,4,9,2,3,4,99,99,99,2,1,1,9,99,99,99,1,1,1,7,2,8,367,8,2,1,3
5,2,1,1,1,99,99,99,1,3,4,5,7,8,99,99,1000,1,30,1,2,3,4,5,7,9,10,99,99,99,99,3,1,1,2,4,9,2,9,3,3,9,2,4,5,99,99,99,2,2,2,9,99,99,99,1,1,1,5,2,16,813,16,1,1,3
3,1,2,1,1,99,99,99,1,3,4,5,7,8,99,99,1100,2,0,1,2,3,4,5,7,9,10,99,99,99,99,3,1,1,1,4,9,2,9,4,4,9,2,5,99,99,99,99,3,2,2,9,99,99,99,1,1,1,6,2,15,710,15,1,2,3
8,1,1,1,1,99,99,99,1,3,7,99,99,99,99,99,300,8,0,1,2,3,4,7,9,10,11,99,99,99,99,3,1,1,3,9,9,1,9,3,3,4,5,99,99,99,99,99,2,2,2,9,99,99,99,1,1,1,5,2,4,269,4,1,1,3
3,2,1,1,1,99,99,99,2,3,4,5,7,99,99,99,500,2,0,1,2,3,4,5,6,7,9,10,99,99,99,4,1,1,3,3,3,2,9,5,4,9,3,4,99,99,99,99,4,2,1,9,99,99,99,1,1,1,7,2,1,110,1,1,1,1
4,2,2,1,1,99,99,99,1,99,99,99,99,99,99,99,2000,2,0,2,1,3,4,5,6,7,8,10,99,99,99,2,1,1,1,3,4,2,5,9,3,9,2,3,99,99,99,99,2,2,3,9,99,99,99,1,1,2,7,2,9,402,9,2,1,1
5,1,1,1,1,99,99,99,2,3,5,8,99,99,99,99,400,2,0,1,2,3,4,5,6,7,8,9,99,99,99,3,1,1,1,3,8,2,8,4,9,9,5,99,99,99,99,99,1,2,3,9,99,99,99,1,1,1,4,2,17,920,17,1,2,2
5,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,701,2,0,1,2,3,4,5,6,7,9,10,99,99,99,5,1,1,2,3,3,2,9,3,5,9,4,5,99,99,99,99,2,2,2,9,99,99,99,1,1,1,7,2,9,402,9,1,2,3
3,1,2,1,1,99,99,99,1,3,4,7,8,99,99,99,650,3,0,1,2,3,4,5,7,8,9,10,99,99,99,4,1,2,3,3,9,2,3,4,5,9,2,3,4,5,99,99,3,1,2,9,99,99,99,1,1,1,4,2,12,640,12,2,1,3
5,1,2,1,1,99,99,99,1,3,4,5,7,8,99,99,500,4,0,1,2,3,4,5,7,8,9,10,99,99,99,2,1,1,1,2,9,2,3,3,4,9,1,2,99,99,99,99,1,2,2,9,99,99,99,1,1,1,7,2,15,744,15,1,2,2
5,1,1,1,1,99,99,99,1,3,5,7,8,99,99,99,1600,4,0,1,2,3,4,5,7,8,9,10,99,99,99,1,1,1,1,4,9,2,5,4,4,9,1,2,5,99,99,99,3,2,1,9,99,99,99,1,1,1,7,2,1,106,1,1,2,3
3,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,700,5,0,1,2,3,4,5,6,7,9,10,99,99,99,2,1,1,1,4,4,2,9,4,4,9,2,3,4,99,99,99,3,1,1,9,99,99,99,1,1,1,6,2,5,320,5,1,1,3
5,1,2,1,1,99,99,99,1,3,5,8,99,99,99,99,1450,5,0,1,2,3,4,5,7,8,9,10,99,99,99,3,1,1,3,3,9,1,5,3,4,9,2,4,5,99,99,99,4,2,3,9,99,99,99,2,1,1,7,2,15,744,15,2,1,3
3,1,2,1,1,99,99,99,2,3,5,7,8,99,99,99,399,1,30,1,2,3,4,5,6,7,8,9,10,99,99,1,1,1,1,4,3,1,5,5,3,9,2,4,99,99,99,99,1,1,2,9,99,99,99,1,1,2,6,2,9,402,9,2,1,3
4,2,1,1,1,99,99,99,2,3,5,7,8,99,99,99,299,2,0,1,2,3,4,5,7,8,9,10,11,99,99,1,1,1,1,2,9,2,3,3,4,4,1,4,5,99,99,99,2,1,3,9,99,99,99,1,1,1,6,2,1,116,1,1,1,2
7,2,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1300,2,0,1,2,3,4,5,6,7,8,9,10,99,99,3,1,2,2,4,3,2,3,3,8,9,4,5,99,99,99,99,2,1,2,9,99,99,99,1,1,1,6,2,19,970,19,1,2,8
3,1,2,1,1,99,99,99,1,3,5,6,99,99,99,99,999,3,0,1,2,3,4,5,6,7,8,9,10,99,99,2,1,1,1,3,4,2,5,5,3,9,2,3,4,5,99,99,2,1,2,9,99,99,99,1,1,1,6,2,9,433,9,2,2,3
5,2,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1100,7,0,1,2,3,4,5,6,7,8,9,10,11,99,2,1,1,3,4,3,2,4,4,4,3,1,4,5,99,99,99,3,2,2,9,99,99,99,2,1,2,6,2,9,412,9,2,2,3
6,1,1,1,1,99,99,99,2,4,7,99,99,99,99,99,399,0,25,2,3,9,99,99,99,99,99,99,99,99,99,9,2,2,9,9,9,9,9,1,9,9,4,99,99,99,99,99,2,2,2,9,99,99,99,1,1,1,4,2,2,248,2,1,1,4
6,2,2,1,1,99,99,99,1,3,7,8,99,99,99,99,1700,3,0,2,3,9,99,99,99,99,99,99,99,99,99,9,1,1,9,9,9,9,9,2,9,9,1,2,3,4,5,99,2,1,2,9,99,99,99,1,1,2,6,2,2,242,2,1,1,2
4,1,2,1,1,99,99,99,2,7,8,99,99,99,99,99,600,0,20,1,2,3,9,99,99,99,99,99,99,99,99,2,2,1,9,9,9,9,9,2,9,9,97,99,99,99,99,99,2,2,8,9,99,99,99,2,1,2,4,2,2,242,2,2,1,2
7,1,1,1,1,99,99,99,1,3,7,99,99,99,99,99,999,2,0,1,2,4,6,99,99,99,99,99,99,99,99,5,1,9,1,9,1,9,9,9,9,9,5,99,99,99,99,99,2,2,3,9,99,99,99,1,2,8,3,2,13,621,13,1,2,8
5,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1500,3,0,1,2,9,10,99,99,99,99,99,99,99,99,2,1,9,9,9,9,9,9,2,4,9,97,99,99,99,99,99,2,2,2,9,99,99,99,2,1,2,4,2,9,404,5,2,2,2
6,1,1,1,1,99,99,99,1,3,4,6,7,8,99,99,1700,6,0,1,2,3,10,99,99,99,99,99,99,99,99,4,1,2,9,9,9,9,9,9,2,9,2,4,5,99,99,99,2,1,3,9,99,99,99,1,1,1,4,2,9,401,9,1,1,3
5,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,2200,6,0,2,3,4,10,99,99,99,99,99,99,99,99,9,1,1,1,9,9,9,9,9,1,9,2,3,4,5,99,99,2,2,3,9,99,99,99,1,2,1,4,2,5,324,5,1,1,2
6,1,1,1,1,99,99,99,2,3,8,99,99,99,99,99,299,0,30,2,3,8,9,10,99,99,99,99,99,99,99,9,2,2,9,9,9,9,5,2,5,9,97,99,99,99,99,99,2,2,4,9,99,99,99,1,2,1,4,2,9,408,9,1,2,2
6,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,800,0,30,1,2,3,9,10,99,99,99,99,99,99,99,3,2,1,9,9,9,9,9,2,5,9,2,4,5,99,99,99,2,2,4,9,99,99,99,1,1,1,6,2,1,112,1,1,1,3
7,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1300,0,45,1,2,4,9,8,99,99,99,99,99,99,99,3,1,9,1,9,9,9,4,2,9,9,2,99,99,99,99,99,2,2,4,9,99,99,99,1,1,2,4,2,2,242,2,1,2,2
5,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,835,1,0,1,2,3,4,9,99,99,99,99,99,99,99,2,1,3,2,9,9,9,9,2,9,9,2,5,99,99,99,99,2,2,2,9,99,99,99,1,2,2,4,2,2,242,2,1,2,2
7,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1000,1,0,2,3,4,9,10,99,99,99,99,99,99,99,9,1,4,1,9,9,9,9,3,2,9,2,5,99,99,99,99,3,2,3,9,99,99,99,2,1,2,3,2,1,103,1,2,1,2
6,1,1,1,1,99,99,99,1,3,7,99,99,99,99,99,400,2,0,2,3,4,8,9,99,99,99,99,99,99,99,9,1,2,1,9,9,9,4,2,9,9,3,4,5,99,99,99,2,2,3,9,99,99,99,1,1,1,4,2,10,505,10,1,2,2
4,1,2,1,1,99,99,99,1,3,5,99,99,99,99,99,500,2,0,1,2,3,4,6,99,99,99,99,99,99,99,2,1,2,1,9,2,9,9,9,9,9,97,99,99,99,99,99,2,2,2,9,99,99,99,1,1,2,6,2,16,830,16,2,1,3
4,1,2,1,1,99,99,99,2,3,4,5,7,8,99,99,1500,2,30,1,2,3,4,9,99,99,99,99,99,99,99,2,1,3,1,9,9,9,9,2,9,9,2,4,5,99,99,99,2,1,4,9,99,99,99,1,1,1,4,2,15,734,15,1,1,3
3,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,100,3,0,2,3,4,9,10,99,99,99,99,99,99,99,9,1,1,1,9,9,9,9,2,2,9,2,4,5,99,99,99,3,2,1,9,99,99,99,1,1,2,6,2,5,330,5,1,1,2
3,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,550,3,0,2,3,4,6,10,99,99,99,99,99,99,99,9,1,1,1,9,1,9,9,9,3,9,3,4,5,99,99,99,2,2,1,9,99,99,99,1,1,2,6,2,9,407,9,2,1,3
6,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1250,4,0,1,2,3,4,10,99,99,99,99,99,99,99,1,1,3,2,9,9,9,9,9,2,9,2,3,5,99,99,99,1,2,3,9,99,99,99,1,1,2,3,2,2,241,2,1,1,3
4,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,699,5,0,1,2,3,5,9,99,99,99,99,99,99,99,2,1,1,9,5,9,9,9,2,9,9,2,4,5,99,99,99,2,1,2,9,99,99,99,1,2,1,6,2,9,408,9,1,2,3
6,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1500,5,0,1,2,3,4,9,99,99,99,99,99,99,99,3,1,1,4,9,9,9,9,1,9,9,2,4,5,99,99,99,2,1,3,9,99,99,99,2,1,2,5,2,5,334,5,2,2,3
6,2,2,1,1,99,99,99,1,3,7,99,99,99,99,99,1000,6,0,2,3,4,5,8,99,99,99,99,99,99,99,9,1,1,1,3,9,9,1,9,9,9,2,4,5,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,3,203,3,2,1,3
3,1,2,1,1,99,99,99,1,8,99,99,99,99,99,99,900,6,0,2,3,4,7,8,99,99,99,99,99,99,99,9,1,1,1,9,9,1,1,9,9,9,5,99,99,99,99,99,2,1,2,9,99,99,99,1,1,2,5,2,10,526,8,2,1,1
7,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,499,8,0,1,2,3,4,9,99,99,99,99,99,99,99,4,1,3,2,9,9,9,9,1,9,9,2,3,5,99,99,99,2,2,2,9,99,99,99,2,2,1,4,2,1,104,1,1,1,1
8,1,1,1,1,99,99,99,1,3,4,5,8,99,99,99,550,99,98,2,3,8,9,10,99,99,99,99,99,99,99,9,1,2,9,9,9,9,8,1,8,9,2,99,99,99,99,99,2,2,2,9,99,99,99,1,1,1,4,2,98,998,98,1,1,3
3,1,2,1,1,99,99,99,2,3,5,7,8,99,99,99,299,0,30,2,3,5,8,9,10,99,99,99,99,99,99,9,1,1,9,3,9,9,2,1,2,9,1,3,4,99,99,99,3,2,3,9,99,99,99,1,1,1,7,2,9,402,9,2,2,3
6,1,1,1,1,99,99,99,1,3,7,99,99,99,99,99,1300,0,40,1,2,3,4,9,10,99,99,99,99,99,99,3,1,1,1,9,9,9,9,4,1,9,1,2,4,5,99,99,3,2,2,9,99,99,99,1,1,1,5,2,2,231,2,1,1,3
3,3,2,1,1,99,99,99,1,4,5,8,99,99,99,99,2500,1,0,1,2,3,5,6,9,99,99,99,99,99,99,3,2,2,9,3,1,9,9,4,9,9,2,3,4,99,99,99,4,1,3,9,99,99,99,2,1,2,5,2,17,940,20,2,2,1
7,1,1,1,1,99,99,99,2,3,4,5,8,99,99,99,200,1,0,1,2,3,8,9,10,99,99,99,99,99,99,3,2,3,9,9,9,9,2,4,4,9,2,4,5,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,1,105,1,1,2,3
4,1,2,1,1,99,99,99,1,3,99,99,99,99,99,99,499,1,0,1,2,3,5,8,10,99,99,99,99,99,99,3,1,1,9,3,9,9,2,9,2,9,96,99,99,99,99,99,4,2,1,9,99,99,99,1,1,1,7,2,5,320,5,1,1,3
7,2,1,1,1,99,99,99,2,3,5,99,99,99,99,99,200,2,0,1,2,3,4,8,9,99,99,99,99,99,99,5,1,1,3,9,9,9,8,2,9,9,97,99,99,99,99,99,2,2,4,9,99,99,99,1,1,2,5,1,16,804,16,1,1,1
5,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,400,2,0,1,2,3,7,8,10,99,99,99,99,99,99,4,2,1,9,9,9,8,8,9,1,9,2,3,4,96,99,99,4,1,1,9,99,99,99,1,1,1,7,2,1,114,1,1,1,3
4,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1000,2,30,2,3,5,8,9,10,99,99,99,99,99,99,9,1,1,9,1,9,9,4,2,1,9,2,3,5,99,99,99,3,2,1,9,99,99,99,1,1,2,6,2,2,234,1,2,1,3
5,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,99998,2,30,1,2,3,4,9,10,99,99,99,99,99,99,1,1,1,1,9,9,9,9,1,3,9,2,3,4,5,99,99,2,1,4,9,99,99,99,2,1,2,4,2,12,651,12,1,1,3
3,2,2,1,1,99,99,99,1,99,99,99,99,99,99,99,499,3,0,1,2,3,4,6,9,99,99,99,99,99,99,2,1,1,5,9,3,9,9,2,9,9,2,5,99,99,99,99,2,2,1,9,99,99,99,1,2,2,6,2,15,741,17,2,1,2
5,2,1,1,1,99,99,99,1,5,99,99,99,99,99,99,1000,3,0,2,3,4,5,7,9,99,99,99,99,99,99,9,1,1,1,5,9,3,9,2,9,9,1,2,99,99,99,99,1,2,3,9,99,99,99,1,1,2,4,2,10,521,10,1,1,3
5,2,2,1,1,99,99,99,1,3,99,99,99,99,99,99,3050,3,0,1,2,3,4,8,9,99,99,99,99,99,99,3,2,2,2,9,9,9,4,2,9,9,4,99,99,99,99,99,2,2,3,9,99,99,99,2,1,1,3,2,2,241,2,1,1,1
2,1,1,1,1,99,99,99,1,3,8,99,99,99,99,99,380,3,0,1,2,3,4,9,10,99,99,99,99,99,99,3,1,4,1,9,9,9,9,1,4,9,2,99,99,99,99,99,2,1,3,9,99,99,99,1,1,2,4,2,17,920,17,1,2,3
4,1,1,1,1,99,99,99,2,3,5,7,99,99,99,99,450,3,0,1,2,3,4,8,10,99,99,99,99,99,99,2,1,1,1,9,9,9,4,9,2,9,2,3,5,99,99,99,2,2,2,9,99,99,99,1,1,1,7,2,13,608,13,1,2,3
5,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,599,3,0,1,2,3,4,10,8,99,99,99,99,99,99,1,1,2,2,9,9,9,2,9,3,9,1,4,5,99,99,99,2,2,4,9,99,99,99,1,1,1,6,2,9,403,9,1,2,3
3,1,1,1,1,99,99,99,1,3,7,8,99,99,99,99,599,3,0,1,2,3,4,9,10,99,99,99,99,99,99,3,1,1,1,9,9,9,9,2,3,9,97,99,99,99,99,99,3,2,2,9,99,99,99,1,1,1,6,2,19,973,19,1,1,3
5,1,2,1,1,99,99,99,1,3,5,7,99,99,99,99,1399,3,0,1,2,3,4,8,9,99,99,99,99,99,99,2,1,1,1,9,9,9,2,3,9,9,1,2,4,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,5,337,5,1,1,3
2,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,599,3,30,1,2,3,4,7,10,99,99,99,99,99,99,3,1,1,1,9,9,2,9,9,1,9,5,99,99,99,99,99,2,1,2,9,99,99,99,1,1,2,4,2,20,950,20,1,2,2
5,1,1,1,1,99,99,99,2,3,5,7,99,99,99,99,600,4,0,1,2,3,4,9,10,99,99,99,99,99,99,4,1,1,1,9,9,9,9,3,2,9,2,3,4,5,99,99,2,2,2,9,99,99,99,1,1,1,6,2,2,238,2,1,2,2
3,2,1,1,1,99,99,99,1,3,99,99,99,99,99,99,600,5,0,2,3,4,8,9,10,99,99,99,99,99,99,9,1,1,1,9,9,9,4,4,1,9,3,5,99,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,2,234,2,1,1,3
6,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,600,6,0,1,2,3,4,5,9,99,99,99,99,99,99,5,1,1,1,4,9,9,9,2,9,9,2,4,5,99,99,99,2,2,4,9,99,99,99,2,1,8,4,2,6,310,6,2,2,2
4,1,2,1,1,99,99,99,1,7,8,99,99,99,99,99,1700,6,0,1,2,3,4,9,10,99,99,99,99,99,99,5,1,1,1,9,9,9,9,1,3,9,1,2,3,4,5,99,4,2,2,9,99,99,99,1,1,1,4,2,16,813,16,1,1,3
4,1,1,1,1,99,99,99,1,3,7,8,99,99,99,99,1600,8,0,1,2,3,4,9,10,99,99,99,99,99,99,4,1,1,1,9,9,9,9,1,5,9,1,4,99,99,99,99,8,1,2,9,99,99,99,1,1,1,6,2,16,830,16,1,1,2
4,1,2,1,1,99,99,99,1,3,4,5,7,8,99,99,1000,15,0,2,3,5,8,9,10,99,99,99,99,99,99,9,1,1,9,5,9,9,5,1,3,9,1,2,5,99,99,99,4,1,1,9,99,99,99,2,1,1,7,2,5,335,5,1,1,3
5,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,599,99,98,1,2,3,8,9,10,99,99,99,99,99,99,1,1,3,9,9,9,9,1,2,3,9,5,99,99,99,99,99,2,2,2,9,99,99,99,1,1,1,5,2,1,116,2,1,2,1
7,1,1,1,1,99,99,99,1,7,8,99,99,99,99,99,499,99,98,1,2,4,5,8,9,99,99,99,99,99,99,2,1,9,2,4,9,9,1,2,9,9,1,2,99,99,99,99,1,2,3,9,99,99,99,2,1,2,4,2,1,105,1,1,1,2
4,1,2,1,1,99,99,99,2,3,99,99,99,99,99,99,300,0,10,1,2,3,5,6,9,10,99,99,99,99,99,1,1,1,9,3,1,9,9,3,1,9,3,4,99,99,99,99,2,2,2,9,99,99,99,1,1,1,7,2,1,110,1,1,1,3
6,1,1,1,1,99,99,99,1,3,5,8,99,99,99,99,777,0,10,1,2,3,6,7,9,10,99,99,99,99,99,1,2,2,9,9,2,3,9,3,4,9,2,3,4,99,99,99,2,2,1,9,99,99,99,1,1,1,4,2,1,111,1,1,1,2
5,2,1,1,1,99,99,99,1,3,4,5,7,8,99,99,500,1,0,1,2,3,4,5,9,10,99,99,99,99,99,1,1,1,3,4,9,9,9,1,4,9,1,2,3,4,5,99,3,1,3,9,99,99,99,1,1,1,5,2,2,242,2,1,2,3
6,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,850,1,0,1,2,3,6,8,9,10,99,99,99,99,99,3,1,2,9,9,1,9,4,4,3,9,2,4,5,99,99,99,3,2,3,9,99,99,99,1,1,1,4,2,2,242,2,1,1,2
7,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,899,1,0,1,2,3,6,9,10,11,99,99,99,99,99,3,1,1,9,9,2,9,9,1,3,8,2,4,5,99,99,99,1,1,2,9,99,99,99,1,2,1,3,2,2,237,2,1,1,2
8,1,1,1,1,99,99,99,2,4,5,8,99,99,99,99,408,1,0,1,2,3,6,7,9,10,99,99,99,99,99,4,2,2,9,9,5,2,9,2,3,9,97,99,99,99,99,99,2,2,2,9,99,99,99,2,1,2,6,2,20,956,20,2,2,2
6,1,1,1,1,99,99,99,1,3,5,7,8,99,99,99,499,1,0,1,2,3,4,5,6,9,99,99,99,99,99,5,1,8,5,5,2,9,9,1,9,9,2,3,5,99,99,99,3,2,8,9,99,99,99,1,1,1,1,2,16,831,16,1,2,8
4,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,699,1,0,1,2,3,4,5,9,10,99,99,99,99,99,2,1,1,2,3,9,9,9,3,2,9,1,2,3,5,99,99,2,2,2,9,99,99,99,1,1,1,6,2,2,244,2,1,1,3
6,1,2,1,1,99,99,99,1,3,6,99,99,99,99,99,699,1,0,1,2,3,4,5,9,10,99,99,99,99,99,3,1,2,2,5,9,9,9,1,1,9,2,5,99,99,99,99,2,2,3,9,99,99,99,1,2,2,3,2,10,513,10,1,1,2
5,2,2,1,1,99,99,99,1,99,99,99,99,99,99,99,200,1,30,1,2,3,4,5,6,9,99,99,99,99,99,1,1,1,1,4,1,9,9,3,9,9,2,4,5,99,99,99,2,8,2,9,99,99,99,1,1,1,6,2,5,338,5,2,2,3
3,1,1,1,1,99,99,99,1,3,5,8,99,99,99,99,1000,1,30,1,2,3,4,5,6,9,99,99,99,99,99,2,1,2,1,3,4,9,9,2,9,9,1,2,3,4,99,99,2,2,2,9,99,99,99,1,1,1,6,2,9,408,9,1,1,3
8,1,1,1,1,99,99,99,2,3,4,8,99,99,99,99,99998,1,30,1,2,3,4,5,8,9,99,99,99,99,99,3,1,3,1,5,9,9,5,2,9,9,97,99,99,99,99,99,1,2,2,9,99,99,99,1,1,1,5,2,1,111,1,1,1,2
